[  5.58463185e-09   8.29864112e+04]
[  4.56198013e-09   8.15299257e+04]
[  5.03309613e-09   8.35648351e+04]
[  5.23411217e-09   8.32631599e+04]
[  4.97035769e-09   8.13530357e+04]
[  6.02975183e-09   8.25737414e+04]
[  5.25249822e-09   8.43318471e+04]
[  6.39193412e-09   8.37103960e+04]
[  5.86395826e-09   8.34260795e+04]
[  5.92299548e-09   8.19040307e+04]
[  5.28359161e-09   8.07956541e+04]
[  6.00535975e-09   8.35826297e+04]
[  5.42259831e-09   8.42473134e+04]
[  4.96435314e-09   8.22775437e+04]
[  5.55716969e-09   8.33519563e+04]
[  5.81042878e-09   8.40147871e+04]
[  4.96658695e-09   8.33563487e+04]
[  5.10076504e-09   8.40635796e+04]
[  4.98670535e-09   8.23674112e+04]
[  6.39410927e-09   8.34960357e+04]
[  4.83973834e-09   8.35060974e+04]
[  4.55609911e-09   8.13751777e+04]
[  5.85752344e-09   8.35831361e+04]
[  5.62022038e-09   8.36874154e+04]
[  6.02215024e-09   8.40971000e+04]
[  5.45004246e-09   8.24952100e+04]
[  5.59569138e-09   8.46891925e+04]
[  5.46964019e-09   8.39474575e+04]
[  5.11369941e-09   8.18306290e+04]
[  5.43336236e-09   8.36912518e+04]
[  5.70768938e-09   8.40080633e+04]
[  4.35013456e-09   8.27011568e+04]
[  5.14420407e-09   8.35158338e+04]
[  5.35395225e-09   8.17085853e+04]
[  5.38240415e-09   8.32011267e+04]
[  5.59825969e-09   8.43480249e+04]
[  5.75949992e-09   8.31053197e+04]
[  6.05002047e-09   8.33099511e+04]
[  5.94160084e-09   8.24292129e+04]
[  5.96016071e-09   8.35202651e+04]
[  5.38406159e-09   8.14635110e+04]
[  6.11823411e-09   8.41826738e+04]
[  5.83182983e-09   8.41466199e+04]
[  6.10670136e-09   8.39508690e+04]
[  5.00766579e-09   8.28341301e+04]
